Metro,Class,Year,Income
"Akron, OH",Lower,1999,27587.96776
"Albany-Schenectady-Troy, NY",Lower,1999,27322.45512
"Albuquerque, NM",Lower,1999,26426.8719
"Allentown-Bethlehem-Easton, PA-NJ",Lower,1999,29007.44579
"Amarillo, TX",Lower,1999,27014.1596
"Anchorage, AK",Lower,1999,27813.286
"Ann Arbor, MI",Lower,1999,25528.92
"Anniston-Oxford-Jacksonville, AL",Lower,1999,26245.19122
"Atlanta-Sandy Springs-Roswell, GA",Lower,1999,26982.14571
"Atlantic City-Hammonton, NJ",Lower,1999,27380.06059
"Auburn-Opelika, AL",Lower,1999,21209.38847
"Augusta-Richmond County, GA-SC",Lower,1999,25710.18556
"Austin-Round Rock, TX",Lower,1999,26367.89894
"Bakersfield, CA",Lower,1999,24879.82669
"Baltimore-Columbia-Towson, MD",Lower,1999,26206.21778
"Bangor, ME",Lower,1999,26146.58549
"Barnstable Town, MA",Lower,1999,28838.1946
"Baton Rouge, LA",Lower,1999,23810.93866
"Beaumont-Port Arthur, TX",Lower,1999,24539.63937
"Bellingham, WA",Lower,1999,27562.30292
"Bend-Redmond, OR",Lower,1999,28953.01484
"Binghamton, NY",Lower,1999,27816.48495
"Birmingham-Hoover, AL",Lower,1999,25538.61452
"Blacksburg-Christiansburg-Radford, VA",Lower,1999,25989.32426
"Bloomington, IL",Lower,1999,28285.60694
"Boise City, ID",Lower,1999,28917.50897
"Boston-Cambridge-Newton, MA-NH",Lower,1999,25268.99941
"Bremerton-Silverdale, WA",Lower,1999,28668.11316
"Bridgeport-Stamford-Norwalk, CT",Lower,1999,25963.75709
"Brownsville-Harlingen, TX",Lower,1999,23228.9744
"Buffalo-Cheektowaga-Niagara Falls, NY",Lower,1999,26902.7825
"Burlington, NC",Lower,1999,27844.22544
"Burlington-South Burlington, VT",Lower,1999,27674.31493
"Canton-Massillon, OH",Lower,1999,29270.80952
"Cape Coral-Fort Myers, FL",Lower,1999,28835.8015
"Champaign-Urbana, IL",Lower,1999,23849.13067
"Charleston-North Charleston, SC",Lower,1999,25155.05827
"Charlotte-Concord-Gastonia, NC-SC",Lower,1999,27437.22652
"Chattanooga, TN-GA",Lower,1999,26654.07044
"Chicago-Naperville-Elgin, IL-IN-WI",Lower,1999,25803.37017
"Chico, CA",Lower,1999,25163.18995
"Cincinnati, OH-KY-IN",Lower,1999,27629.62734
"Clarksville, TN-KY",Lower,1999,27573.87774
"Cleveland-Elyria, OH",Lower,1999,26801.83251
"Colorado Springs, CO",Lower,1999,28884.88459
"Columbia, MO",Lower,1999,25497.1503
"Columbus, OH",Lower,1999,27243.55588
"Corpus Christi, TX",Lower,1999,25045.58589
"Dallas-Fort Worth-Arlington, TX",Lower,1999,27138.94297
"Daphne-Fairhope-Foley, AL",Lower,1999,27225.85179
"Dayton, OH",Lower,1999,26880.75616
"Decatur, AL",Lower,1999,27023.39015
"Decatur, IL",Lower,1999,26756.94957
"Deltona-Daytona Beach-Ormond Beach, FL",Lower,1999,27490.46091
"Denver-Aurora-Lakewood, CO",Lower,1999,27862.78422
"Detroit-Warren-Dearborn, MI",Lower,1999,26158.50218
"Dover, DE",Lower,1999,28039.01937
"East Stroudsburg, PA",Lower,1999,29154.59738
"Eau Claire, WI",Lower,1999,29005.1992
"El Centro, CA",Lower,1999,24261.23326
"Elkhart-Goshen, IN",Lower,1999,31173.76818
"El Paso, TX",Lower,1999,24121.16331
"Erie, PA",Lower,1999,27366.6299
"Eugene, OR",Lower,1999,27470.4858
"Fayetteville, NC",Lower,1999,27725.1318
"Fayetteville-Springdale-Rogers, AR-MO",Lower,1999,27475.22318
"Flagstaff, AZ",Lower,1999,24321.183
"Fort Collins, CO",Lower,1999,28949.84031
"Fort Wayne, IN",Lower,1999,28809.77037
"Fresno, CA",Lower,1999,24523.76673
"Gadsden, AL",Lower,1999,24638.02532
"Gainesville, FL",Lower,1999,21672.03931
"Gainesville, GA",Lower,1999,26254.88574
"Glens Falls, NY",Lower,1999,29899.07305
"Goldsboro, NC",Lower,1999,27807.86488
"Grand Junction, CO",Lower,1999,29243.36207
"Grand Rapids-Wyoming, MI",Lower,1999,28835.72824
"Greensboro-High Point, NC",Lower,1999,26571.75248
"Greenville, NC",Lower,1999,21988.41766
"Greenville-Anderson-Mauldin, SC",Lower,1999,26144.43658
"Gulfport-Biloxi-Pascagoula, MS",Lower,1999,25986.78463
"Hanford-Corcoran, CA",Lower,1999,26533.43837
"Harrisburg-Carlisle, PA",Lower,1999,28224.75368
"Hartford-West Hartford-East Hartford, CT",Lower,1999,26892.59959
"Hickory-Lenoir-Morganton, NC",Lower,1999,27757.63408
"Hilton Head Island-Bluffton-Beaufort, SC",Lower,1999,26551.14247
"Houma-Thibodaux, LA",Lower,1999,24498.15073
"Houston-The Woodlands-Sugar Land, TX",Lower,1999,25807.20402
"Huntsville, AL",Lower,1999,25985.83227
"Indianapolis-Carmel-Anderson, IN",Lower,1999,28198.74697
"Jackson, MI",Lower,1999,27073.74305
"Jackson, TN",Lower,1999,25602.73999
"Jacksonville, FL",Lower,1999,27459.4238
"Janesville-Beloit, WI",Lower,1999,29901.36848
"Johnstown, PA",Lower,1999,29477.30037
"Joplin, MO",Lower,1999,27686.45139
"Kalamazoo-Portage, MI",Lower,1999,27583.32807
"Kankakee, IL",Lower,1999,28339.5495
"Kansas City, MO-KS",Lower,1999,27892.8934
"Knoxville, TN",Lower,1999,25481.64396
"Lafayette, LA",Lower,1999,23844.17353
"Lake Havasu City-Kingman, AZ",Lower,1999,27937.45889
"Lakeland-Winter Haven, FL",Lower,1999,27864.518
"Lancaster, PA",Lower,1999,29629.26258
"Lansing-East Lansing, MI",Lower,1999,27197.45197
"Laredo, TX",Lower,1999,23922.92624
"Las Cruces, NM",Lower,1999,25031.93542
"Las Vegas-Henderson-Paradise, NV",Lower,1999,28315.91147
"Lebanon, PA",Lower,1999,30789.18631
"Lewiston-Auburn, ME",Lower,1999,26228.586
"Lincoln, NE",Lower,1999,27915.38371
"Little Rock-North Little Rock-Conway, AR",Lower,1999,26766.44873
"Los Angeles-Long Beach-Anaheim, CA",Lower,1999,24286.94694
"Louisville/Jefferson County, KY-IN",Lower,1999,26705.66873
"Lubbock, TX",Lower,1999,24693.70166
"Lynchburg, VA",Lower,1999,26982.80503
"Madera, CA",Lower,1999,26453.00071
"Manchester-Nashua, NH",Lower,1999,30029.83919
"Mansfield, OH",Lower,1999,27814.06742
"McAllen-Edinburg-Mission, TX",Lower,1999,22279.44863
"Medford, OR",Lower,1999,27915.11509
"Memphis, TN-MS-AR",Lower,1999,24241.16047
"Merced, CA",Lower,1999,25901.34099
"Miami-Fort Lauderdale-West Palm Beach, FL",Lower,1999,25317.05688
"Michigan City-La Porte, IN",Lower,1999,28917.50897
"Midland, TX",Lower,1999,26697.53705
"Milwaukee-Waukesha-West Allis, WI",Lower,1999,26987.29821
"Minneapolis-St. Paul-Bloomington, MN-WI",Lower,1999,28449.85214
"Mobile, AL",Lower,1999,23946.1003
"Modesto, CA",Lower,1999,26415.39476
"Monroe, LA",Lower,1999,23956.74718
"Monroe, MI",Lower,1999,28253.9105
"Montgomery, AL",Lower,1999,25297.05736
"Morgantown, WV",Lower,1999,23187.02179
"Muncie, IN",Lower,1999,26893.67405
"Muskegon, MI",Lower,1999,28181.50684
"Napa, CA",Lower,1999,28191.8851
"Naples-Immokalee-Marco Island, FL",Lower,1999,28169.66341
"Nashville-Davidson--Murfreesboro--Franklin, TN",Lower,1999,26761.02762
"New Haven-Milford, CT",Lower,1999,25604.44935
"New Orleans-Metairie, LA",Lower,1999,23655.55772
"New York-Newark-Jersey City, NY-NJ-PA",Lower,1999,23121.40674
"Niles-Benton Harbor, MI",Lower,1999,26269.00018
"North Port-Sarasota-Bradenton, FL",Lower,1999,28785.2044
"Norwich-New London, CT",Lower,1999,27375.86045
"Ocala, FL",Lower,1999,28136.57506
"Ocean City, NJ",Lower,1999,27988.47111
"Odessa, TX",Lower,1999,26309.09691
"Ogden-Clearfield, UT",Lower,1999,31008.81482
"Oklahoma City, OK",Lower,1999,27044.34204
"Olympia-Tumwater, WA",Lower,1999,27907.93578
"Omaha-Council Bluffs, NE-IA",Lower,1999,28988.81375
"Orlando-Kissimmee-Sanford, FL",Lower,1999,28364.33524
"Owensboro, KY",Lower,1999,26692.67758
"Oxnard-Thousand Oaks-Ventura, CA",Lower,1999,28409.82867
"Palm Bay-Melbourne-Titusville, FL",Lower,1999,28367.36325
"Pensacola-Ferry Pass-Brent, FL",Lower,1999,26475.8329
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Lower,1999,25732.43167
"Phoenix-Mesa-Scottsdale, AZ",Lower,1999,27821.02696
"Pittsburgh, PA",Lower,1999,27551.9735
"Portland-South Portland, ME",Lower,1999,28891.89297
"Portland-Vancouver-Hillsboro, OR-WA",Lower,1999,28168.97966
"Port St. Lucie, FL",Lower,1999,28407.80185
"Prescott, AZ",Lower,1999,28519.32547
"Providence-Warwick, RI-MA",Lower,1999,25431.9748
"Provo-Orem, UT",Lower,1999,30310.07676
"Pueblo, CO",Lower,1999,26120.16365
"Punta Gorda, FL",Lower,1999,28814.94729
"Racine, WI",Lower,1999,29898.95096
"Raleigh, NC",Lower,1999,26866.08008
"Reading, PA",Lower,1999,29352.3949
"Redding, CA",Lower,1999,26793.01709
"Reno, NV",Lower,1999,28281.74867
"Richmond, VA",Lower,1999,27474.14872
"Riverside-San Bernardino-Ontario, CA",Lower,1999,25966.2723
"Rochester, NY",Lower,1999,26996.35782
"Rockford, IL",Lower,1999,27809.57424
"Rocky Mount, NC",Lower,1999,25052.96057
"Sacramento--Roseville--Arden-Arcade, CA",Lower,1999,26283.16346
"Saginaw, MI",Lower,1999,27042.58384
"St. Louis, MO-IL",Lower,1999,27378.54659
"Salinas, CA",Lower,1999,28170.32273
"Salisbury, MD-DE",Lower,1999,27675.36496
"Salt Lake City, UT",Lower,1999,29855.19131
"San Angelo, TX",Lower,1999,26839.16985
"San Antonio-New Braunfels, TX",Lower,1999,26385.40768
"San Diego-Carlsbad, CA",Lower,1999,26519.81232
"San Francisco-Oakland-Hayward, CA",Lower,1999,25289.56059
"San Jose-Sunnyvale-Santa Clara, CA",Lower,1999,26801.83251
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Lower,1999,25841.29357
"Santa Cruz-Watsonville, CA",Lower,1999,25946.6879
"Santa Fe, NM",Lower,1999,26505.52694
"Santa Maria-Santa Barbara, CA",Lower,1999,26401.81755
"Santa Rosa, CA",Lower,1999,28347.60792
"Scranton--Wilkes-Barre--Hazleton, PA",Lower,1999,27943.39281
"Seattle-Tacoma-Bellevue, WA",Lower,1999,27360.72039
"Sheboygan, WI",Lower,1999,31542.89254
"Shreveport-Bossier City, LA",Lower,1999,24693.82376
"Spartanburg, SC",Lower,1999,27686.45139
"Spokane-Spokane Valley, WA",Lower,1999,27235.25327
"Springfield, IL",Lower,1999,29325.21605
"Springfield, MA",Lower,1999,25221.69894
"Springfield, MO",Lower,1999,28819.39163
"Springfield, OH",Lower,1999,28046.27194
"State College, PA",Lower,1999,26189.68582
"Stockton-Lodi, CA",Lower,1999,25269.87851
"Syracuse, NY",Lower,1999,26542.8887
"Tampa-St. Petersburg-Clearwater, FL",Lower,1999,28290.8327
"Toledo, OH",Lower,1999,26478.90975
"Trenton, NJ",Lower,1999,26423.20899
"Tucson, AZ",Lower,1999,26879.8038
"Tyler, TX",Lower,1999,26172.64104
"Urban Honolulu, HI",Lower,1999,26206.2422
"Utica-Rome, NY",Lower,1999,26806.61872
"Vallejo-Fairfield, CA",Lower,1999,28386.386
"Virginia Beach-Norfolk-Newport News, VA-NC",Lower,1999,27676.19522
"Visalia-Porterville, CA",Lower,1999,25270.39132
"Waco, TX",Lower,1999,25633.77711
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Lower,1999,26949.8632
"Wausau, WI",Lower,1999,28934.16303
"Wichita, KS",Lower,1999,28331.00269
"Wichita Falls, TX",Lower,1999,27779.44065
"Winston-Salem, NC",Lower,1999,26775.7037
"Worcester, MA-CT",Lower,1999,26072.91202
"Yakima, WA",Lower,1999,25546.08688
"York-Hanover, PA",Lower,1999,30450.3909
"Youngstown-Warren-Boardman, OH-PA",Lower,1999,27712.72672
"Yuba City, CA",Lower,1999,26552.07041
"Yuma, AZ",Lower,1999,27390.56096
"Akron, OH",Middle,1999,81671.30398
"Albany-Schenectady-Troy, NY",Middle,1999,79718.2122
"Albuquerque, NM",Middle,1999,76363.59069
"Allentown-Bethlehem-Easton, PA-NJ",Middle,1999,78782.43458
"Amarillo, TX",Middle,1999,76296.73024
"Anchorage, AK",Middle,1999,81361.66539
"Ann Arbor, MI",Middle,1999,82355.31711
"Anniston-Oxford-Jacksonville, AL",Middle,1999,77661.85058
"Atlanta-Sandy Springs-Roswell, GA",Middle,1999,82649.15631
"Atlantic City-Hammonton, NJ",Middle,1999,75697.91657
"Auburn-Opelika, AL",Middle,1999,81473.62856
"Augusta-Richmond County, GA-SC",Middle,1999,78205.50073
"Austin-Round Rock, TX",Middle,1999,80947.75577
"Bakersfield, CA",Middle,1999,75657.99077
"Baltimore-Columbia-Towson, MD",Middle,1999,80708.68938
"Bangor, ME",Middle,1999,74842.16147
"Barnstable Town, MA",Middle,1999,78374.80075
"Baton Rouge, LA",Middle,1999,78572.10988
"Beaumont-Port Arthur, TX",Middle,1999,76479.97377
"Bellingham, WA",Middle,1999,74829.75639
"Bend-Redmond, OR",Middle,1999,76742.92238
"Binghamton, NY",Middle,1999,75314.72661
"Birmingham-Hoover, AL",Middle,1999,80320.02947
"Blacksburg-Christiansburg-Radford, VA",Middle,1999,79634.67327
"Bloomington, IL",Middle,1999,83562.68782
"Boise City, ID",Middle,1999,77121.05751
"Boston-Cambridge-Newton, MA-NH",Middle,1999,82126.38479
"Bremerton-Silverdale, WA",Middle,1999,76750.17495
"Bridgeport-Stamford-Norwalk, CT",Middle,1999,79813.7655
"Brownsville-Harlingen, TX",Middle,1999,72590.51754
"Buffalo-Cheektowaga-Niagara Falls, NY",Middle,1999,77921.69791
"Burlington, NC",Middle,1999,77816.81639
"Burlington-South Burlington, VT",Middle,1999,78462.83286
"Canton-Massillon, OH",Middle,1999,78551.42661
"Cape Coral-Fort Myers, FL",Middle,1999,74981.79187
"Champaign-Urbana, IL",Middle,1999,78935.47125
"Charleston-North Charleston, SC",Middle,1999,77280.22347
"Charlotte-Concord-Gastonia, NC-SC",Middle,1999,80482.51647
"Chattanooga, TN-GA",Middle,1999,78187.23498
"Chicago-Naperville-Elgin, IL-IN-WI",Middle,1999,80899.23433
"Chico, CA",Middle,1999,72886.48123
"Cincinnati, OH-KY-IN",Middle,1999,80702.19381
"Clarksville, TN-KY",Middle,1999,76487.95893
"Cleveland-Elyria, OH",Middle,1999,81549.98817
"Colorado Springs, CO",Middle,1999,79045.99367
"Columbia, MO",Middle,1999,78760.75011
"Columbus, OH",Middle,1999,82005.60621
"Corpus Christi, TX",Middle,1999,75636.03769
"Dallas-Fort Worth-Arlington, TX",Middle,1999,79159.2999
"Daphne-Fairhope-Foley, AL",Middle,1999,76747.46439
"Dayton, OH",Middle,1999,79858.18447
"Decatur, AL",Middle,1999,81119.52216
"Decatur, IL",Middle,1999,79480.31795
"Deltona-Daytona Beach-Ormond Beach, FL",Middle,1999,72903.81904
"Denver-Aurora-Lakewood, CO",Middle,1999,82644.85849
"Detroit-Warren-Dearborn, MI",Middle,1999,82461.63938
"Dover, DE",Middle,1999,78145.55098
"East Stroudsburg, PA",Middle,1999,78534.89464
"Eau Claire, WI",Middle,1999,77683.60831
"El Centro, CA",Middle,1999,75477.89735
"Elkhart-Goshen, IN",Middle,1999,78253.28958
"El Paso, TX",Middle,1999,73398.36168
"Erie, PA",Middle,1999,76102.00957
"Eugene, OR",Middle,1999,76436.89787
"Fayetteville, NC",Middle,1999,75418.14296
"Fayetteville-Springdale-Rogers, AR-MO",Middle,1999,75816.27763
"Flagstaff, AZ",Middle,1999,73700.55233
"Fort Collins, CO",Middle,1999,81288.65125
"Fort Wayne, IN",Middle,1999,80050.02364
"Fresno, CA",Middle,1999,75446.27417
"Gadsden, AL",Middle,1999,75494.13628
"Gainesville, FL",Middle,1999,74808.75567
"Gainesville, GA",Middle,1999,79802.11742
"Glens Falls, NY",Middle,1999,75184.86399
"Goldsboro, NC",Middle,1999,77591.69351
"Grand Junction, CO",Middle,1999,72152.38382
"Grand Rapids-Wyoming, MI",Middle,1999,80824.99921
"Greensboro-High Point, NC",Middle,1999,78918.13344
"Greenville, NC",Middle,1999,79797.30679
"Greenville-Anderson-Mauldin, SC",Middle,1999,78117.93259
"Gulfport-Biloxi-Pascagoula, MS",Middle,1999,75017.371
"Hanford-Corcoran, CA",Middle,1999,74525.27031
"Harrisburg-Carlisle, PA",Middle,1999,80022.86922
"Hartford-West Hartford-East Hartford, CT",Middle,1999,84039.40426
"Hickory-Lenoir-Morganton, NC",Middle,1999,78510.42636
"Hilton Head Island-Bluffton-Beaufort, SC",Middle,1999,78122.05948
"Houma-Thibodaux, LA",Middle,1999,75623.29074
"Houston-The Woodlands-Sugar Land, TX",Middle,1999,79125.82084
"Huntsville, AL",Middle,1999,80378.31869
"Indianapolis-Carmel-Anderson, IN",Middle,1999,81481.68697
"Jackson, MI",Middle,1999,79628.64167
"Jackson, TN",Middle,1999,80117.07945
"Jacksonville, FL",Middle,1999,77878.40224
"Janesville-Beloit, WI",Middle,1999,81049.92673
"Johnstown, PA",Middle,1999,74114.36428
"Joplin, MO",Middle,1999,74393.64949
"Kalamazoo-Portage, MI",Middle,1999,79072.17131
"Kankakee, IL",Middle,1999,78027.38528
"Kansas City, MO-KS",Middle,1999,82099.86527
"Knoxville, TN",Middle,1999,76742.92238
"Lafayette, LA",Middle,1999,77698.23556
"Lake Havasu City-Kingman, AZ",Middle,1999,69609.87985
"Lakeland-Winter Haven, FL",Middle,1999,74334.74979
"Lancaster, PA",Middle,1999,78023.72236
"Lansing-East Lansing, MI",Middle,1999,80857.30614
"Laredo, TX",Middle,1999,71821.89103
"Las Cruces, NM",Middle,1999,73479.58076
"Las Vegas-Henderson-Paradise, NV",Middle,1999,77445.22567
"Lebanon, PA",Middle,1999,78103.69605
"Lewiston-Auburn, ME",Middle,1999,77276.73148
"Lincoln, NE",Middle,1999,79571.91529
"Little Rock-North Little Rock-Conway, AR",Middle,1999,78325.40021
"Los Angeles-Long Beach-Anaheim, CA",Middle,1999,76770.88264
"Louisville/Jefferson County, KY-IN",Middle,1999,79976.35017
"Lubbock, TX",Middle,1999,72971.65626
"Lynchburg, VA",Middle,1999,76802.18837
"Madera, CA",Middle,1999,75524.07453
"Manchester-Nashua, NH",Middle,1999,79297.53839
"Mansfield, OH",Middle,1999,77431.18449
"McAllen-Edinburg-Mission, TX",Middle,1999,70746.75162
"Medford, OR",Middle,1999,74040.10474
"Memphis, TN-MS-AR",Middle,1999,79249.89605
"Merced, CA",Middle,1999,73921.08436
"Miami-Fort Lauderdale-West Palm Beach, FL",Middle,1999,75490.83966
"Michigan City-La Porte, IN",Middle,1999,81369.87033
"Midland, TX",Middle,1999,77069.14177
"Milwaukee-Waukesha-West Allis, WI",Middle,1999,82990.83321
"Minneapolis-St. Paul-Bloomington, MN-WI",Middle,1999,83452.87356
"Mobile, AL",Middle,1999,77180.44561
"Modesto, CA",Middle,1999,75271.55303
"Monroe, LA",Middle,1999,77788.90496
"Monroe, MI",Middle,1999,82017.05893
"Montgomery, AL",Middle,1999,77648.95711
"Morgantown, WV",Middle,1999,77621.14336
"Muncie, IN",Middle,1999,77588.10385
"Muskegon, MI",Middle,1999,78597.55495
"Napa, CA",Middle,1999,77071.33952
"Naples-Immokalee-Marco Island, FL",Middle,1999,77416.09327
"Nashville-Davidson--Murfreesboro--Franklin, TN",Middle,1999,80058.47277
"New Haven-Milford, CT",Middle,1999,79500.04886
"New Orleans-Metairie, LA",Middle,1999,75344.15204
"New York-Newark-Jersey City, NY-NJ-PA",Middle,1999,78878.20765
"Niles-Benton Harbor, MI",Middle,1999,78002.84374
"North Port-Sarasota-Bradenton, FL",Middle,1999,75321.27102
"Norwich-New London, CT",Middle,1999,81603.63769
"Ocala, FL",Middle,1999,71573.3499
"Ocean City, NJ",Middle,1999,75892.24653
"Odessa, TX",Middle,1999,73603.53387
"Ogden-Clearfield, UT",Middle,1999,79483.73667
"Oklahoma City, OK",Middle,1999,77242.86171
"Olympia-Tumwater, WA",Middle,1999,79072.48877
"Omaha-Council Bluffs, NE-IA",Middle,1999,78897.57227
"Orlando-Kissimmee-Sanford, FL",Middle,1999,75926.1163
"Owensboro, KY",Middle,1999,80063.77179
"Oxnard-Thousand Oaks-Ventura, CA",Middle,1999,81325.86648
"Palm Bay-Melbourne-Titusville, FL",Middle,1999,76308.18296
"Pensacola-Ferry Pass-Brent, FL",Middle,1999,76429.10806
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Middle,1999,79452.96817
"Phoenix-Mesa-Scottsdale, AZ",Middle,1999,77612.20585
"Pittsburgh, PA",Middle,1999,77394.97045
"Portland-South Portland, ME",Middle,1999,77814.39887
"Portland-Vancouver-Hillsboro, OR-WA",Middle,1999,80015.76316
"Port St. Lucie, FL",Middle,1999,73757.62058
"Prescott, AZ",Middle,1999,71730.4402
"Providence-Warwick, RI-MA",Middle,1999,79344.93654
"Provo-Orem, UT",Middle,1999,75386.76398
"Pueblo, CO",Middle,1999,72197.82841
"Punta Gorda, FL",Middle,1999,73258.34057
"Racine, WI",Middle,1999,83574.58009
"Raleigh, NC",Middle,1999,83506.9138
"Reading, PA",Middle,1999,79858.37983
"Redding, CA",Middle,1999,75069.94607
"Reno, NV",Middle,1999,79808.53973
"Richmond, VA",Middle,1999,81410.23567
"Riverside-San Bernardino-Ontario, CA",Middle,1999,74962.01212
"Rochester, NY",Middle,1999,79586.68906
"Rockford, IL",Middle,1999,82402.91061
"Rocky Mount, NC",Middle,1999,77376.41167
"Sacramento--Roseville--Arden-Arcade, CA",Middle,1999,80253.41322
"Saginaw, MI",Middle,1999,78423.46871
"St. Louis, MO-IL",Middle,1999,82965.26605
"Salinas, CA",Middle,1999,77381.83278
"Salisbury, MD-DE",Middle,1999,78684.87889
"Salt Lake City, UT",Middle,1999,78970.80619
"San Angelo, TX",Middle,1999,74320.04928
"San Antonio-New Braunfels, TX",Middle,1999,77509.27788
"San Diego-Carlsbad, CA",Middle,1999,76509.54572
"San Francisco-Oakland-Hayward, CA",Middle,1999,81464.39801
"San Jose-Sunnyvale-Santa Clara, CA",Middle,1999,84300.22837
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Middle,1999,76354.40898
"Santa Cruz-Watsonville, CA",Middle,1999,78257.17228
"Santa Fe, NM",Middle,1999,80706.88235
"Santa Maria-Santa Barbara, CA",Middle,1999,76961.32991
"Santa Rosa, CA",Middle,1999,77656.77134
"Scranton--Wilkes-Barre--Hazleton, PA",Middle,1999,75802.4318
"Seattle-Tacoma-Bellevue, WA",Middle,1999,80612.30583
"Sheboygan, WI",Middle,1999,80281.44674
"Shreveport-Bossier City, LA",Middle,1999,77605.19746
"Spartanburg, SC",Middle,1999,78339.02626
"Spokane-Spokane Valley, WA",Middle,1999,76896.86257
"Springfield, IL",Middle,1999,81310.72643
"Springfield, MA",Middle,1999,79608.69098
"Springfield, MO",Middle,1999,74456.16328
"Springfield, OH",Middle,1999,79378.53769
"State College, PA",Middle,1999,76304.7154
"Stockton-Lodi, CA",Middle,1999,77487.44689
"Syracuse, NY",Middle,1999,78811.90885
"Tampa-St. Petersburg-Clearwater, FL",Middle,1999,74697.69602
"Toledo, OH",Middle,1999,80189.21449
"Trenton, NJ",Middle,1999,82572.52809
"Tucson, AZ",Middle,1999,75544.29383
"Tyler, TX",Middle,1999,76248.91697
"Urban Honolulu, HI",Middle,1999,77702.21593
"Utica-Rome, NY",Middle,1999,75297.65741
"Vallejo-Fairfield, CA",Middle,1999,78871.54114
"Virginia Beach-Norfolk-Newport News, VA-NC",Middle,1999,77371.47894
"Visalia-Porterville, CA",Middle,1999,74521.85159
"Waco, TX",Middle,1999,74250.67363
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Middle,1999,82917.25742
"Wausau, WI",Middle,1999,80082.28173
"Wichita, KS",Middle,1999,80239.15226
"Wichita Falls, TX",Middle,1999,74514.30598
"Winston-Salem, NC",Middle,1999,80077.42226
"Worcester, MA-CT",Middle,1999,80333.7532
"Yakima, WA",Middle,1999,74107.96638
"York-Hanover, PA",Middle,1999,78812.73911
"Youngstown-Warren-Boardman, OH-PA",Middle,1999,78641.87624
"Yuba City, CA",Middle,1999,71858.66671
"Yuma, AZ",Middle,1999,72103.78912
"Akron, OH",Upper,1999,180745.0291
"Albany-Schenectady-Troy, NY",Upper,1999,177674.0394
"Albuquerque, NM",Upper,1999,186766.8403
"Allentown-Bethlehem-Easton, PA-NJ",Upper,1999,180202.5511
"Amarillo, TX",Upper,1999,183931.1076
"Anchorage, AK",Upper,1999,173445.8855
"Ann Arbor, MI",Upper,1999,182023.2162
"Anniston-Oxford-Jacksonville, AL",Upper,1999,185581.5936
"Atlanta-Sandy Springs-Roswell, GA",Upper,1999,186041.192
"Atlantic City-Hammonton, NJ",Upper,1999,178081.6489
"Auburn-Opelika, AL",Upper,1999,182023.8511
"Augusta-Richmond County, GA-SC",Upper,1999,180183.5772
"Austin-Round Rock, TX",Upper,1999,189164.7323
"Bakersfield, CA",Upper,1999,182597.6348
"Baltimore-Columbia-Towson, MD",Upper,1999,180067.1697
"Bangor, ME",Upper,1999,172849.7579
"Barnstable Town, MA",Upper,1999,186052.9377
"Baton Rouge, LA",Upper,1999,178283.8663
"Beaumont-Port Arthur, TX",Upper,1999,175971.6133
"Bellingham, WA",Upper,1999,186348.877
"Bend-Redmond, OR",Upper,1999,196525.5838
"Binghamton, NY",Upper,1999,187644.1821
"Birmingham-Hoover, AL",Upper,1999,187202.9227
"Blacksburg-Christiansburg-Radford, VA",Upper,1999,183106.6826
"Bloomington, IL",Upper,1999,182100.0886
"Boise City, ID",Upper,1999,182093.3
"Boston-Cambridge-Newton, MA-NH",Upper,1999,187920.8789
"Bremerton-Silverdale, WA",Upper,1999,175763.7794
"Bridgeport-Stamford-Norwalk, CT",Upper,1999,224066.9104
"Brownsville-Harlingen, TX",Upper,1999,193305.9286
"Buffalo-Cheektowaga-Niagara Falls, NY",Upper,1999,177976.0836
"Burlington, NC",Upper,1999,174398.1951
"Burlington-South Burlington, VT",Upper,1999,178814.3544
"Canton-Massillon, OH",Upper,1999,178229.24
"Cape Coral-Fort Myers, FL",Upper,1999,224942.8116
"Champaign-Urbana, IL",Upper,1999,185090.0789
"Charleston-North Charleston, SC",Upper,1999,185584.7681
"Charlotte-Concord-Gastonia, NC-SC",Upper,1999,187737.44
"Chattanooga, TN-GA",Upper,1999,180857.7493
"Chicago-Naperville-Elgin, IL-IN-WI",Upper,1999,186196.5729
"Chico, CA",Upper,1999,185538.713
"Cincinnati, OH-KY-IN",Upper,1999,183430.4112
"Clarksville, TN-KY",Upper,1999,176304.7434
"Cleveland-Elyria, OH",Upper,1999,181285.9931
"Colorado Springs, CO",Upper,1999,186451.1456
"Columbia, MO",Upper,1999,179734.5524
"Columbus, OH",Upper,1999,180365.5509
"Corpus Christi, TX",Upper,1999,180973.0823
"Dallas-Fort Worth-Arlington, TX",Upper,1999,188530.8767
"Daphne-Fairhope-Foley, AL",Upper,1999,187637.5889
"Dayton, OH",Upper,1999,179753.5263
"Decatur, AL",Upper,1999,183637.6102
"Decatur, IL",Upper,1999,173264.3757
"Deltona-Daytona Beach-Ormond Beach, FL",Upper,1999,189133.1579
"Denver-Aurora-Lakewood, CO",Upper,1999,185800.1476
