date,ozone,temperature,relative_humidity,numdeaths
4/26/2002,47.45454407,11.36250019,85.375,153
4/27/2002,54.38014221,9.712499619,49.45000076,161
4/28/2002,71.35533905,11.15625,67.875,140
4/29/2002,60.96311188,10.00625038,56.04999924,151
4/30/2002,54.36363602,9.862500191,88.57499695,145
5/1/2002,45.02521896,10.77578545,51.45000076,127
5/2/2002,25.72716522,10.1875,55.70000076,154
5/3/2002,35.45454407,10.48124981,57.27500153,161
5/4/2002,55,9.100000381,58.65000153,139
5/5/2002,63.45454407,7.631249905,54.47499847,143
5/6/2002,56.45454407,10.73750019,75.47499847,157
5/7/2002,33.36363602,12.63749981,76.22499847,147
5/8/2002,45.18181992,11.35624981,75.34999847,147
5/9/2002,47.18181992,10.45625019,81.92500305,142
5/10/2002,31.54545403,13.10000038,77.05000305,151
5/11/2002,43.27272797,13.76249981,66.92499542,155
5/12/2002,39.45454407,12.95625019,72,133
5/13/2002,49.63636398,12.21249962,88.22499847,136
5/14/2002,67.63636017,13.23124981,58.52500153,160
5/15/2002,53.18181992,14.72500038,61.07500076,165
5/16/2002,43,16.66250038,51.22499847,149
5/17/2002,61.81818008,18.49374962,55.34999847,139
5/18/2002,53.81818008,15.08124924,73.125,152
5/19/2002,66.45454407,15.03750038,60.17499924,124
5/20/2002,48.27272797,15.64374924,64,160
5/21/2002,62.44443512,15.36874962,66.84999847,154
5/22/2002,62.96246719,15.13749981,61.60000229,142
5/23/2002,62.16363525,14.5,56.84999847,149
5/24/2002,63.6565361,13.90625,75.42500305,155
5/25/2002,67.82931519,12.77499962,50.92499924,146
5/26/2002,65.44203949,11.02499962,76.57499695,138
5/27/2002,47.42359543,11.60624981,63.02500153,155
5/28/2002,48,12.30000019,77.34999847,172
5/29/2002,52.72727203,13,53.875,147
5/30/2002,48.54545593,13.14375019,61.72499847,133
5/31/2002,43.45454407,14.05723,54.04999924,161
6/1/2002,54.45454407,15.73750019,43.95000076,143
6/2/2002,71.1818161,18.25625038,43.22499847,148
6/3/2002,65.63636017,16.01874924,68.59999847,144
6/4/2002,48.54545593,12.72500038,64.92500305,155
6/5/2002,21.17158127,12.35000038,89.77500153,157
6/6/2002,14.7974062,14.71875,88.15000153,171
6/7/2002,23.72948837,14.41874981,90.02500153,145
6/8/2002,29.98390961,13.875,75.52500153,133
6/9/2002,44.01698303,13.43124962,80.5,121
6/10/2002,41.50978851,12.98750019,69.34999847,162
6/11/2002,42.10972214,13.375,55.09999847,148
6/12/2002,34.27609253,14.3125,68.65000153,155
6/13/2002,36.36954498,15.18124962,69.625,131
6/14/2002,26.80996323,17.93124962,75.52500153,150
6/15/2002,51.67974472,17.04375076,61.875,162
6/16/2002,37.45594406,17.82500076,84.09999847,168
6/17/2002,33.7910614,20.70000076,60.77500153,164
6/18/2002,39.36165237,18.76250076,63.04999924,156
6/19/2002,49.6018219,16.14999962,47.22499847,148
6/20/2002,39.43971634,17.64374924,57.09999847,135
6/21/2002,45.29710388,16.67499924,56.67499924,128
6/22/2002,49.58920288,15.96875,61,136
6/23/2002,51.81140137,15.58749962,52.20000076,148
6/24/2002,45.2311058,15.375,47.65000153,150
6/25/2002,31.69194031,15.19375038,56.04999924,141
6/26/2002,41.54412842,16.92499924,50,150
6/27/2002,45.42430115,14.86874962,49.375,144
6/28/2002,39.72727203,13.4375,48.42499924,133
6/29/2002,46.18181992,13.83750057,48.20000076,148
6/30/2002,41.27272797,15.10000038,63.29999924,159
7/1/2002,37.90909195,14.48750019,72.77500153,148
7/2/2002,33.63636398,13.88125038,62.19999695,162
7/3/2002,21.90909004,14.16874981,76.375,149
7/4/2002,40.63636398,14.56875038,52.625,133
7/5/2002,21.90909004,15.53749943,86.77500153,167
7/6/2002,41.09090805,16.28750038,70.09999847,140
7/7/2002,36.81818008,16.40625,84.15000153,140
7/8/2002,22.09090996,16.59375,88.15000153,159
7/9/2002,23.45454597,17.38125038,79.34999847,140
7/10/2002,29,14.44375038,67.5,118
7/11/2002,32.27272797,14.96875,59.875,139
7/12/2002,17.90909004,13.75,70.22499847,157
7/13/2002,37,16.19375038,48.59999847,140
7/14/2002,53.36363602,17.76250076,42.72499847,163
7/15/2002,38.27272797,18.86249924,47.22499847,155
7/16/2002,27,20.08124924,58.02500153,142
7/17/2002,34.63636398,17.21875,59.92499924,136
7/18/2002,32.45454407,18.41250038,57.20000076,148
7/19/2002,34.90909195,18.375,49.42499924,156
7/20/2002,44.09090805,18.27499962,56.5,135
7/21/2002,32.09090805,14.91250038,64.19999695,136
7/22/2002,30.09090996,15.78125,56.70000076,161
7/23/2002,22.45454597,17.22500038,78.92499542,139
7/24/2002,33.81818008,17.16875076,63.09999847,136
7/25/2002,25.27272797,16.9375,68.30000305,169
7/26/2002,28.54545403,21.47500038,62.55000305,148
7/27/2002,32.54545593,19.99374962,68.30000305,149
7/28/2002,63.09090805,22.94375038,56.34999847,166
7/29/2002,67.27272797,24.53125,58.52500153,172
7/30/2002,39.41067123,21.75624847,71.30000305,199
7/31/2002,29.13905716,19.29375076,87.52500153,157
8/1/2002,21.51224518,16.77499962,68.77500153,123
8/2/2002,32.0085907,17.44375038,56.97499847,158
8/3/2002,26.60680199,16.92499924,74.34999847,141
8/4/2002,37.81818008,17.00625038,82,153
8/5/2002,35.27272797,16.30624962,82.77500153,144
8/6/2002,35.36363602,18.92499924,71.02500153,156
8/7/2002,31.49412918,20.34375,56.75,138
8/8/2002,14.10308266,17.5625,80.72499847,139
8/9/2002,21.45728683,16.91875076,78.47499847,127
8/10/2002,24.45879173,17.98749924,72.47499847,137
8/11/2002,29.82882118,17.64374924,72.67499542,115
8/12/2002,23.26256943,18.25625038,64.67500305,140
8/13/2002,13.96919632,18.79375076,67.55000305,158
8/14/2002,28.83106041,20.00625038,63.07499695,151
8/15/2002,42.4076767,22.26874924,56.65000153,154
8/16/2002,38.81874084,21.24374962,56.57500076,158
8/17/2002,55.3443718,22.26875114,54.375,161
8/18/2002,38.52335358,21.17499924,64.72499847,149
8/19/2002,27.13818932,21.38750076,67.80000305,154
8/20/2002,19.12059593,19.01250076,75.97499847,130
8/21/2002,27.92226791,18.125,55.70000076,147
8/22/2002,24.16841698,18.1875,54.97499847,158
8/23/2002,26.15047646,18,60.82500076,117
8/24/2002,26.63636398,18.38750076,57.40000153,144
8/25/2002,35,17.91250038,70.27500153,129
8/26/2002,34.45454407,14.74374962,79.67500305,139
8/27/2002,42.81818008,17.35625076,74.09999847,152
8/28/2002,44.81818008,18.47500038,64.27500153,127
8/29/2002,10.909091,18.38125038,75.5,134
8/30/2002,14.090909,18.875,77.07499695,124
8/31/2002,34.45454407,16.59375,50.29999924,125
9/1/2002,35.63636398,14.53125,52.94999695,137
9/2/2002,31,15.70625019,54.90000153,136
9/3/2002,30.95151329,18.60000038,61.92499924,141
9/4/2002,29.51965714,16.20000076,60.29999924,169
9/5/2002,35.36363602,16.90625,65.94999695,169
9/6/2002,42.63636398,18.53125,65.71221924,167
9/7/2002,38.63636398,16.58749962,66.34999847,142
9/8/2002,24.45454597,15.35000038,66.07499695,138
9/9/2002,16.54545403,13.51875019,90.67499542,168
9/10/2002,24.27272797,14.94999981,59.67499924,140
9/11/2002,27.63636398,15.21249962,58.29999924,153
9/12/2002,37.72727203,18.23749924,67.875,140
9/13/2002,42.69220734,18.42499924,57.02499771,148
9/14/2002,63.59606934,16.13125038,65.875,152
9/15/2002,66.22437286,15.83125019,58.22499847,137
9/16/2002,42.89957428,13.48124981,61,126
9/17/2002,34.91343689,14.43124962,68.82499695,132
9/18/2002,31.04747009,14.375,64.47499847,142
9/19/2002,25.62163544,15.5625,62.70000076,144
9/20/2002,24.90909004,15.39375019,58.97499847,154
9/21/2002,26.36363602,15.23750019,56.34999847,128
9/22/2002,43.81818008,14.32499981,66.65000153,146
9/23/2002,38.54545593,14.02499962,54.625,165
9/24/2002,29.90909004,12.53125,53.42499924,131
9/25/2002,21.54545403,12.76249981,62.59999847,145
9/26/2002,27.4171505,14.09375,59.32499695,141
9/27/2002,4.451012611,11.96875,76.77500153,149
9/28/2002,13.18756104,13.42500019,66.57499695,132
9/29/2002,21.63998604,14.36250019,61.45000076,153
9/30/2002,15.06890011,14.73124981,57.95000076,158
10/1/2002,9.411253929,15.36250019,64.97499847,165
10/2/2002,15.06444454,16.71875,77.22499847,159
10/3/2002,21.65012932,16.375,65.5,161
10/4/2002,10.91759491,12.58125019,61.27500153,140
10/5/2002,17.45454597,13.01875019,75,128
10/6/2002,35.54545593,14.53125,61.77500153,132
10/7/2002,11.36363602,13.58749962,59.79999924,135
10/8/2002,16.36363602,13.25,62.02500153,145
10/9/2002,12.090909,11.55000019,68.80000305,127
10/10/2002,11.63636398,12.5625,74.44999695,161
10/11/2002,11.090909,11.61874962,68.94999695,148
10/12/2002,10.81818199,11.71875,77.05000305,158
10/13/2002,15.18181801,8.09375,85.22499847,164
10/14/2002,10,10.08749962,90.67500305,146
10/15/2002,20.54545403,11,89.625,152
10/16/2002,15,9.806249619,74.42500305,155
10/17/2002,9.181818008,7.399999619,69.125,167
10/18/2002,6.909090996,6.493750095,76.90000153,140
10/19/2002,12.63636398,6.150000095,64.80000305,148
10/20/2002,11.27272701,7.512499809,74.77500153,153
10/21/2002,18.09090996,11.78125,84.19999695,181
10/22/2002,34.18181992,14.14375019,89.875,174
10/23/2002,37.18181992,10.21875,55.84999847,151
10/24/2002,19,7.387499809,68.84999847,160
10/25/2002,43.72727203,11.97500038,78.79999542,170
10/26/2002,48.18181992,11.98124981,50.67499924,165
10/27/2002,58.27272797,12.125,50.375,163
10/28/2002,26.72727203,9.3125,60.84999847,169
10/29/2002,19.18181801,10.92500019,67.65000153,163
10/30/2002,5.741790771,10.69375038,89.15000153,148
10/31/2002,2.958305836,11.59870148,81.72499847,167
11/1/2002,17.53537178,12.76171303,91.94999695,155
11/2/2002,16.7495575,12.5696106,93.80000305,147
11/3/2002,40.55965805,11.98416138,68.875,150
11/4/2002,15.18181801,10.1935091,71.75,138
11/5/2002,14.18181801,10.41512871,88.25,171
11/6/2002,25.45454597,11.61286163,91.15000153,143
11/7/2002,22.18181801,7.681849957,64.15000153,157
11/8/2002,21.81818199,9.051823616,92.125,153
11/9/2002,15.72727299,10.13593864,76.65000153,144
11/10/2002,16.90909004,11.15638542,91.47499847,162
11/11/2002,27.63636398,10.55719852,70.82499695,142
11/12/2002,32.54545593,10.73537254,81.92500305,167
11/13/2002,26.45454597,10.17208958,79.47499847,142
11/14/2002,41.09090805,10.8205452,74.625,168
11/15/2002,14.72727299,10.40795231,80.65000153,145
11/16/2002,3,8.59532547,91.6000061,163
11/17/2002,2,7.674994469,93.70000458,134
11/18/2002,3,6.03487587,84.47499847,158
11/19/2002,9.363636017,7.374887466,83.65000153,154
11/20/2002,12.63636398,8.987296104,86.5,146
11/21/2002,16.90909004,9.950872421,89.22499847,190
11/22/2002,34.54545593,9.536603928,85.875,142
11/23/2002,23.90909004,9.116422653,82.34999847,171
11/24/2002,13.54545498,8.161081314,86.22499847,139
11/25/2002,2.636363745,6.490982533,94.84999847,152
11/26/2002,9.909090996,8.352772713,85.32499695,146
11/27/2002,26.72727203,9.037367821,76.75,166
11/28/2002,20.54545403,10.59282684,83.17500305,159
11/29/2002,8.545454979,8.267442703,89.34999847,167
11/30/2002,11.18181801,8.987290382,86.72499847,155
12/1/2002,46,9.657979965,77.52500153,153
12/2/2002,38.72727203,9.037143707,64.17500305,165
12/3/2002,11.72727299,8.366567612,84.02500153,145
12/4/2002,8.181818008,7.574921131,84.82499695,169
12/5/2002,13.72727299,6.026449203,76.75,158
12/6/2002,13,6.511501312,86.55000305,147
12/7/2002,22.36363602,4.834760189,88.47499847,153
12/8/2002,12.45454502,3.443514824,89.72499847,165
12/9/2002,14.72727299,3.536174774,69.22499847,173
12/10/2002,12.090909,1.824148417,79.42500305,168
12/11/2002,4.818181992,2.323667049,81.02500153,184
12/12/2002,2.090909004,3.743466854,88.94999695,185
12/13/2002,2.181818247,5.255958557,95.1000061,174
12/14/2002,2.727272749,6.525855064,91.75,171
12/15/2002,2.727272749,6.554373741,94.27500153,180
12/16/2002,4.272727489,6.004982471,90.59999847,194
12/17/2002,11.27272701,4.135878563,83.52500153,195
12/18/2002,10.909091,3.394062042,73.34999847,159
12/19/2002,5,3.964957237,78,196
12/20/2002,2,3.69407177,92.75,181
12/21/2002,2.545454502,7.332499981,95.55000305,189
12/22/2002,23.81818199,9.979187965,85.27500153,192
12/23/2002,16.45454597,10.17910957,93.59999847,197
12/24/2002,39.90909195,11.52743816,83.92500305,187
12/25/2002,41.36363602,10.32869816,85.94999695,179
12/26/2002,52.63636398,10.58566952,85.57499695,180
12/27/2002,37.63636398,10.86401939,84.52500153,168
12/28/2002,15.45454502,8.445465088,76.72499847,180
12/29/2002,32,9.401427269,93.40000153,184
12/30/2002,27.54545403,9.615148544,92.42500305,177
12/31/2002,15.54545498,5.897704124,81.17500305,164
1/1/2003,33,7.952795982,93.07499695,154
1/2/2003,40.90909195,9.422472,87.625,169
1/3/2003,24,5.833695412,83.875,173
1/4/2003,28.18181801,2.031036139,75.40000153,169
1/5/2003,7.909090996,0.989909291,86.92500305,162
1/6/2003,19.72727203,1.153622627,70.82499695,181
1/7/2003,18.81818199,-0.458902478,79.30000305,181
1/8/2003,7.390156746,-1.400506854,86.43121338,173
1/9/2003,25.81818199,0.325462878,83.37641907,202
1/10/2003,16.90909004,2.237598658,86.67500305,190
1/11/2003,10,0.661301374,81.34999847,194
1/12/2003,6.636363506,0.476670057,78.76779938,176
1/13/2003,28.87714767,5.969488621,83.67673492,175
1/14/2003,44.28858566,9.00888443,73.37295532,195
1/15/2003,35.86893463,8.52364254,75.86534119,179
1/16/2003,24.71502304,6.326777458,80.23298645,197
1/17/2003,32.35208511,6.205174923,88.57360077,178
1/18/2003,27.45454597,5.877340317,82.25,152
1/19/2003,37,7.225035667,85.30000305,188
1/20/2003,49.09090805,7.524878979,89.72499847,191
1/21/2003,40.63636398,7.988444805,82.25,211
1/22/2003,20.72727203,7.060965061,81.07499695,184
1/23/2003,21.09090996,5.983986855,70.52500153,177
1/24/2003,11.27272701,4.71465826,77.09999847,192
1/25/2003,34.81818008,8.50955677,72,192
1/26/2003,16.36363602,8.880582809,89.875,174
1/27/2003,16.54545403,11.23586845,78.375,162
1/28/2003,46.81818008,7.396282673,71.72499847,161
1/29/2003,42.63636398,4.934603691,58.57500076,155
1/30/2003,38.27272797,1.538944602,75.16146851,157
1/31/2003,24.90909004,0.261618316,74.26716614,163
2/1/2003,20.31149864,3.343789816,85.25,179
2/2/2003,45.36363602,4.942435265,77.625,176
2/3/2003,37.54545593,4.941955566,60.02500153,168
2/4/2003,29.59698868,2.502043247,66.15000153,195
2/5/2003,19.41637611,1.596268892,71.47499847,168
2/6/2003,11.27272701,1.974992275,81.27500153,170
2/7/2003,11.63636398,6.783344746,85.52500153,157
2/8/2003,32.54545593,9.20129776,83.07499695,192
2/9/2003,34.63636398,7.681726456,88.40000153,161
2/10/2003,14.54545498,5.784592152,85.9750061,176
2/11/2003,14.18181801,5.834092617,91.72499847,157
2/12/2003,7.272727489,6.068861961,93.80000305,167
2/13/2003,14.45454502,2.245091677,63.79999924,167
2/14/2003,8.545454979,1.160514832,72.75,177
2/15/2003,25,1.210724711,75.8476944,161
2/16/2003,26.72727203,2.030890942,65.81754303,168
2/17/2003,26.63636398,1.674256921,69.55000305,163
2/18/2003,8.545454979,1.018582344,62.91838074,200
2/19/2003,8.363636017,1.389432549,56.45262146,180
2/20/2003,10.27272701,4.949803829,68.125,191
2/21/2003,8.640566826,6.470046997,67.72499847,163
2/22/2003,5.713038445,4.849207878,69.20000458,199
2/23/2003,25.25021744,7.646997452,73.44999695,164
2/24/2003,13.05287647,9.038275719,74,163
2/25/2003,15.13353348,8.10270977,56.59999847,173
2/26/2003,12.6477499,9.801095009,57,152
2/27/2003,22.53475189,10.06530285,60.09999847,177
2/28/2003,40.08797836,9.080005646,89.25,184
3/1/2003,36.2517395,8.181207657,89.65000153,153
3/2/2003,31.28150749,8.138598442,69,192
3/3/2003,20.38083649,5.68540287,70.69999695,183
3/4/2003,34.10757065,9.77212429,82.97499847,162
3/5/2003,34.03966522,10.4359808,74.34999847,163
3/6/2003,26.38176727,7.710549831,66.97499847,167
3/7/2003,45.74433899,7.52498436,85.22499847,151
3/8/2003,63.45454407,8.109697342,76.25,163
3/9/2003,76.09091187,10.69932556,68.02500153,176
3/10/2003,56.54545593,10.2357502,73.15000153,179
3/11/2003,51.81818008,10.20036221,68.92500305,158
3/12/2003,44.27272797,7.225316525,73.32499695,184
3/13/2003,57.72727203,6.639889717,59.02500153,148
3/14/2003,34,6.333245754,48.75,170
3/15/2003,25.39037514,6.418832302,56,161
3/16/2003,19.7232132,7.846549034,50.77500153,144
3/17/2003,21.15841675,8.117267609,52.54999924,158
3/18/2003,47.59362793,7.874027252,60.625,138
3/19/2003,10.54545498,7.882236004,63.15000153,191
3/20/2003,19,8.232480049,51.17499924,184
3/21/2003,17.09090996,6.604307175,71.625,160
3/22/2003,16.54545403,6.976343632,61.90000153,155
3/23/2003,31.63636398,10.12272358,47.54999924,163
3/24/2003,49.54545593,11.82115364,60.52500153,177
3/25/2003,28.27272797,11.27840996,64.19999695,190
3/26/2003,23.36363602,10.94276047,60.92499924,177
3/27/2003,26.54545403,10.7713871,51.52500153,169
3/28/2003,25.09090996,9.108553886,73.5,167
3/29/2003,9.181818008,11.29186249,66.22499847,137
3/30/2003,38.72727203,11.61285019,52.625,146
3/31/2003,39.55269623,8.573560715,44.02668762,171
4/1/2003,43.87638855,7.838785172,79.18374634,175
4/2/2003,46.9078064,7.709984779,54.35504913,156
4/3/2003,32.36363602,7.73886013,51.57500076,167
4/4/2003,31.81818199,12.54088402,57.70000076,165
4/5/2003,58.09090805,11.74120522,45.32500076,135
4/6/2003,55,8.145507813,65,143
4/7/2003,41.92180634,5.063027859,46.77500153,162
4/8/2003,34.8325119,4.050600529,43.42499924,168
4/9/2003,33.81818008,3.614665508,54.65000153,158
4/10/2003,36.3239975,3.99265027,73.05000305,189
4/11/2003,22.48526573,4.557487965,61.125,179
4/12/2003,35.05506516,7.347164631,46.52500153,177
4/13/2003,40.19482422,11.26380157,50.29999924,156
4/14/2003,16.33242989,14.45975494,49.875,165
4/15/2003,19.7885437,16.62955093,43.07500076,165
4/16/2003,39.89606857,16.99360085,34.70000076,168
4/17/2003,54.45454407,15.44394302,38.80000305,154
4/18/2003,85,14.82985783,37.42499924,160
4/19/2003,74.72727203,8.130929947,60.625,143
4/20/2003,73.63636017,10.3570118,58.82500076,146
4/21/2003,64.36363983,12.24038792,60.52500153,155
4/22/2003,55.09090805,11.4925642,54.07499695,149
4/23/2003,48.73524857,11.9628067,39.72499847,186
4/24/2003,38.36034393,10.84970188,70.59999847,181
4/25/2003,35.06514359,14.01073074,62.70000076,172
4/26/2003,59.16428375,12.17624092,66.80000305,151
4/27/2003,88.1818161,13.00410938,57.47499847,155
4/28/2003,52.72727203,12.32648468,89.30000305,169
4/29/2003,68,12.74722099,61.19999695,151
4/30/2003,62.27272797,13.0897541,62.5,136
5/1/2003,66.23186493,12.26249981,68.69999695,143
5/2/2003,52.54545593,11.75,72.52500153,154
5/3/2003,64.8181839,11.80624962,62.02500153,150
5/4/2003,68.90908813,15.25624943,43.625,157
5/5/2003,75.1818161,14.03749943,51.67499924,149
5/6/2003,35.72727203,11.26875019,46.20000076,148
5/7/2003,45.81818008,12.63749981,43.07500076,132
5/8/2003,34.63636398,11.50625038,61.65000153,142
5/9/2003,41.09090805,12.92500019,50.59999847,142
5/10/2003,53.90909195,10.56875038,57.75,132
5/11/2003,53.45454407,10.68124962,68.22499847,146
5/12/2003,51.45454407,10.55000019,74.52500153,156
5/13/2003,37.18181992,8.550000191,60.42500305,148
5/14/2003,39,10.13124943,50.90000153,167
5/15/2003,38.45454407,10.23750019,47.04999924,159
5/16/2003,43.63636398,10.54374981,85.66036224,151
5/17/2003,51.72727203,13.10000038,86.55000305,143
5/18/2003,65.8181839,13.41250038,72.625,128
5/19/2003,58.6586113,12.90625,65.94999695,148
5/20/2003,60.86321259,11.27499962,65.07499695,135
5/21/2003,44.80849457,13.26249981,66.52500153,154
5/22/2003,36.24515152,15.55624962,77.80000305,152
5/23/2003,60.486866,14.58749962,64.67500305,154
5/24/2003,54.22388458,13.35624981,56.97499847,151
5/25/2003,56.46084595,13.52499962,56.07500076,153
5/26/2003,49.19145203,13.48750019,51.59999847,129
5/27/2003,33.91880035,14.22500038,73.75,159
5/28/2003,48.36914063,17.48749924,50.27500153,154
5/29/2003,61.44988251,17.91250038,52.07500076,143
5/30/2003,67.88148499,19.04375076,47.625,141
5/31/2003,74.87090302,20.85625076,49.95000076,149
6/1/2003,57.77563858,18.60625076,74.84999847,172
6/2/2003,48.77854919,18.01250076,66.40000153,158
6/3/2003,38.37182617,16.06875038,58.625,163
6/4/2003,36.60944748,17.25625038,70.15000153,134
6/5/2003,57.44604492,15.83749962,54.59999847,121
6/6/2003,42.48974228,15.07499981,73.94999695,136
6/7/2003,50.47729492,18.61874962,68.67500305,159
6/8/2003,53.52807236,16.51250076,75.625,133
6/9/2003,56.14660263,15.35000038,50.42499924,135
6/10/2003,51.09090805,18.26874924,67.15000153,147
6/11/2003,59.44262695,17.16250038,56.40000153,120
6/12/2003,47.45454407,17.22500038,49.77500153,132
6/13/2003,48.18181992,16.63750076,42.15000153,135
6/14/2003,73.54545593,19.45624924,41.22499847,140
6/15/2003,91.72393036,18.39374924,40.02500153,133
6/16/2003,100.4127502,20.58749962,46.15000153,142
6/17/2003,52.68213272,19.43124962,63.77500153,136
6/18/2003,41,17.05624962,63.52500153,148
